Individual,PopID,Region,Species,Heat Temp,Cotyledon vs True Leaf,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:Temp,1:Y (II),1:Fo,1:Fm,1:Fv/Fm
20.03,20,San Jacinto,californica,44,True Leaf,1841291,10/20/22,10:37:47,FO,272,189,806,21.4,0.766,189,806,0.766
20.03,20,San Jacinto,californica,44,True Leaf,1845590,10/20/22,10:37:51,FO,273,355,1281,21.6,0.723,355,1281,0.723
20.03,20,San Jacinto,californica,44,Cotyledon,1850695,10/20/22,10:37:56,FO,274,151,1084,21.4,0.861,151,1084,0.861
20.03,20,San Jacinto,californica,44,Cotyledon,1854977,10/20/22,10:38:01,FO,275,209,870,21.4,0.76,209,870,0.76
20.03,20,San Jacinto,californica,44,True Leaf,1859443,10/20/22,10:38:05,FO,276,169,698,21.4,0.758,169,698,0.758
20.03,20,San Jacinto,californica,44,True Leaf,1866119,10/20/22,10:38:12,FO,277,234,986,21.6,0.763,234,986,0.763
20.03,20,San Jacinto,californica,44,Cotyledon,1870052,10/20/22,10:38:16,FO,278,143,938,21.9,0.848,143,938,0.848
20.03,20,San Jacinto,californica,44,Cotyledon,1874409,10/20/22,10:38:20,FO,279,250,1099,21.4,0.773,250,1099,0.773
20.03,20,San Jacinto,californica,44,True Leaf,1878701,10/20/22,10:38:24,FO,280,244,1136,21.9,0.785,244,1136,0.785
20.03,20,San Jacinto,californica,44,True Leaf,1882989,10/20/22,10:38:29,FO,281,233,977,21.9,0.762,233,977,0.762
20.03,20,San Jacinto,californica,44,Cotyledon,1887256,10/20/22,10:38:33,FO,282,253,1175,21.4,0.785,253,1175,0.785
20.03,20,San Jacinto,californica,44,Cotyledon,1891572,10/20/22,10:38:37,FO,283,238,1014,21.4,0.765,238,1014,0.765
20.03,20,San Jacinto,californica,44,True Leaf,1895511,10/20/22,10:38:41,FO,284,44,926,21.9,0.952,44,926,0.952
20.03,20,San Jacinto,californica,44,True Leaf,1899985,10/20/22,10:38:46,FO,285,144,540,21.9,0.733,144,540,0.733
20.08,20,San Jacinto,californica,44,Cotyledon,889585,10/20/22,10:21:55,FO,90,141,357,20.6,0.605,141,357,0.605
20.08,20,San Jacinto,californica,44,Cotyledon,894002,10/20/22,10:22:00,FO,91,121,1027,20.4,0.882,121,1027,0.882
20.08,20,San Jacinto,californica,44,True Leaf,898486,10/20/22,10:22:04,FO,92,270,1280,20.6,0.789,270,1280,0.789
20.08,20,San Jacinto,californica,44,True Leaf,902353,10/20/22,10:22:08,FO,93,254,1315,20.7,0.807,254,1315,0.807
20.08,20,San Jacinto,californica,44,Cotyledon,907020,10/20/22,10:22:13,FO,94,294,564,20.7,0.479,294,564,0.479
20.08,20,San Jacinto,californica,44,Cotyledon,910980,10/20/22,10:22:17,FO,95,400,870,20.7,0.54,400,870,0.54
20.08,20,San Jacinto,californica,44,True Leaf,915460,10/20/22,10:22:21,FO,96,309,1199,20.4,0.742,309,1199,0.742
20.08,20,San Jacinto,californica,44,True Leaf,919440,10/20/22,10:22:25,FO,97,242,934,20.6,0.741,242,934,0.741
20.08,20,San Jacinto,californica,44,Cotyledon,923931,10/20/22,10:22:30,FO,98,411,1060,20.6,0.612,411,1060,0.612
20.08,20,San Jacinto,californica,44,Cotyledon,927919,10/20/22,10:22:34,FO,99,399,1275,20.7,0.687,399,1275,0.687
20.08,20,San Jacinto,californica,44,True Leaf,932300,10/20/22,10:22:38,FO,100,352,1334,20.6,0.736,352,1334,0.736
20.08,20,San Jacinto,californica,44,True Leaf,936224,10/20/22,10:22:42,FO,101,301,1198,20.6,0.749,301,1198,0.749
20.08,20,San Jacinto,californica,44,Cotyledon,940752,10/20/22,10:22:46,FO,102,529,1158,20.6,0.543,529,1158,0.543
20.08,20,San Jacinto,californica,44,Cotyledon,944870,10/20/22,10:22:51,FO,103,361,1053,20.9,0.657,361,1053,0.657
20.08,20,San Jacinto,californica,44,True Leaf,949091,10/20/22,10:22:55,FO,104,320,528,20.7,0.394,320,528,0.394
20.08,20,San Jacinto,californica,44,True Leaf,952967,10/20/22,10:22:59,FO,105,24,28,20.6,0,24,28,0.143
20.08,20,San Jacinto,californica,44,Cotyledon,957773,10/20/22,10:23:03,FO,106,507,988,20.6,0.487,507,988,0.487
20.08,20,San Jacinto,californica,44,Cotyledon,962248,10/20/22,10:23:08,FO,107,606,1459,20.4,0.585,606,1459,0.585
20.08,20,San Jacinto,californica,44,True Leaf,966491,10/20/22,10:23:12,FO,108,66,162,20.7,0.593,66,162,0.593
20.08,20,San Jacinto,californica,44,True Leaf,970499,10/20/22,10:23:16,FO,109,29,39,20.6,0,29,39,0.256
20.08,20,San Jacinto,californica,44,Cotyledon,975690,10/20/22,10:23:21,FO,110,240,433,20.4,0.446,240,433,0.446
20.08,20,San Jacinto,californica,44,Cotyledon,980264,10/20/22,10:23:26,FO,111,380,980,20.9,0.612,380,980,0.612
20.08,20,San Jacinto,californica,44,True Leaf,985647,10/20/22,10:23:31,FO,112,190,591,20.9,0.679,190,591,0.679
20.08,20,San Jacinto,californica,44,True Leaf,989775,10/20/22,10:23:35,FO,113,176,574,20.7,0.693,176,574,0.693
20.08,20,San Jacinto,californica,44,Cotyledon,994458,10/20/22,10:23:40,FO,114,233,367,20.9,0.365,233,367,0.365
20.08,20,San Jacinto,californica,44,Cotyledon,998642,10/20/22,10:23:44,FO,115,282,507,20.7,0.444,282,507,0.444
20.08,20,San Jacinto,californica,44,True Leaf,1002797,10/20/22,10:23:48,FO,116,275,705,20.9,0.61,275,705,0.61
20.08,20,San Jacinto,californica,44,True Leaf,1006767,10/20/22,10:23:52,FO,117,261,876,20.6,0.702,261,876,0.702
20.08,20,San Jacinto,californica,44,Cotyledon,1010353,10/20/22,10:23:56,FO,118,377,1333,20.6,0.717,377,1333,0.717
20.08,20,San Jacinto,californica,44,Cotyledon,1014112,10/20/22,10:24:00,FO,119,397,1080,20.7,0.632,397,1080,0.632
20.08,20,San Jacinto,californica,44,True Leaf,1017729,10/20/22,10:24:03,FO,120,60,180,20.9,0.667,60,180,0.667
20.08,20,San Jacinto,californica,44,True Leaf,1021593,10/20/22,10:24:07,FO,121,65,92,20.9,0.293,65,92,0.293
20.08,20,San Jacinto,californica,44,Cotyledon,1025449,10/20/22,10:24:11,FO,122,1,168,21.1,0,1,168,0.994
20.08,20,San Jacinto,californica,44,Cotyledon,1028828,10/20/22,10:24:14,FO,123,134,462,20.6,0.71,134,462,0.71
20.08,20,San Jacinto,californica,44,True Leaf,1032919,10/20/22,10:24:19,FO,124,367,1245,20.9,0.705,367,1245,0.705
20.08,20,San Jacinto,californica,44,True Leaf,1037034,10/20/22,10:24:23,FO,125,236,555,20.6,0.575,236,555,0.575
20.08,20,San Jacinto,californica,44,Cotyledon,1041795,10/20/22,10:24:27,FO,126,193,267,20.9,0.277,193,267,0.277
20.08,20,San Jacinto,californica,44,Cotyledon,1047579,10/20/22,10:24:33,FO,127,280,605,20.9,0.537,280,605,0.537
20.08,20,San Jacinto,californica,44,True Leaf,1051801,10/20/22,10:24:37,FO,128,148,490,20.6,0.698,148,490,0.698
20.08,20,San Jacinto,californica,44,True Leaf,1055958,10/20/22,10:24:42,FO,129,185,689,20.9,0.731,185,689,0.731
21.02,21,San Jacinto,californica,44,Cotyledon,2277488,10/20/22,10:45:03,FO,326,348,851,22.1,0.591,348,851,0.591
21.02,21,San Jacinto,californica,44,Cotyledon,2283334,10/20/22,10:45:09,FO,327,211,1180,21.9,0.821,211,1180,0.821
21.02,21,San Jacinto,californica,44,True Leaf,2287120,10/20/22,10:45:13,FO,328,245,1535,21.9,0.84,245,1535,0.84
21.02,21,San Jacinto,californica,44,True Leaf,2290905,10/20/22,10:45:17,FO,329,335,1575,22.1,0.787,335,1575,0.787
21.02,21,San Jacinto,californica,44,Cotyledon,2294709,10/20/22,10:45:20,FO,330,150,939,21.9,0.84,150,939,0.84
21.02,21,San Jacinto,californica,44,Cotyledon,2298923,10/20/22,10:45:25,FO,331,205,946,21.9,0.783,205,946,0.783
21.02,21,San Jacinto,californica,44,True Leaf,2303310,10/20/22,10:45:29,FO,332,338,1443,21.9,0.766,338,1443,0.766
21.02,21,San Jacinto,californica,44,True Leaf,2306925,10/20/22,10:45:33,FO,333,336,1547,21.9,0.783,336,1547,0.783
21.02,21,San Jacinto,californica,44,Cotyledon,2310720,10/20/22,10:45:36,FO,334,224,767,21.9,0.708,224,767,0.708
21.02,21,San Jacinto,californica,44,Cotyledon,2314611,10/20/22,10:45:40,FO,335,241,716,21.9,0.663,241,716,0.663
21.02,21,San Jacinto,californica,44,True Leaf,2318231,10/20/22,10:45:44,FO,336,186,1002,21.9,0.814,186,1002,0.814
21.02,21,San Jacinto,californica,44,True Leaf,2322113,10/20/22,10:45:48,FO,337,152,678,22.1,0.776,152,678,0.776
21.02,21,San Jacinto,californica,44,Cotyledon,2325929,10/20/22,10:45:52,FO,338,271,863,21.9,0.686,271,863,0.686
21.02,21,San Jacinto,californica,44,Cotyledon,2329482,10/20/22,10:45:55,FO,339,310,1125,21.4,0.724,310,1125,0.724
21.02,21,San Jacinto,californica,44,True Leaf,2333490,10/20/22,10:45:59,FO,340,186,856,21.8,0.783,186,856,0.783
21.02,21,San Jacinto,californica,44,True Leaf,2337958,10/20/22,10:46:04,FO,341,226,1108,21.9,0.796,226,1108,0.796
21.02,21,San Jacinto,californica,44,Cotyledon,2342326,10/20/22,10:46:08,FO,342,269,502,21.9,0.464,269,502,0.464
21.02,21,San Jacinto,californica,44,Cotyledon,2346605,10/20/22,10:46:12,FO,343,228,1042,21.8,0.781,228,1042,0.781
21.02,21,San Jacinto,californica,44,True Leaf,2350295,10/20/22,10:46:16,FO,344,145,925,21.6,0.843,145,925,0.843
21.02,21,San Jacinto,californica,44,True Leaf,2353979,10/20/22,10:46:20,FO,345,189,873,21.9,0.784,189,873,0.784
21.02,21,San Jacinto,californica,44,Cotyledon,2358915,10/20/22,10:46:25,FO,346,218,689,22.1,0.684,218,689,0.684
21.02,21,San Jacinto,californica,44,Cotyledon,2363357,10/20/22,10:46:29,FO,347,346,1182,21.9,0.707,346,1182,0.707
21.02,21,San Jacinto,californica,44,True Leaf,2367245,10/20/22,10:46:33,FO,348,269,1432,21.6,0.812,269,1432,0.812
21.02,21,San Jacinto,californica,44,True Leaf,2371098,10/20/22,10:46:37,FO,349,332,1440,22.1,0.769,332,1440,0.769
22.02,22,San Jacinto,californica,44,Cotyledon,2388422,10/20/22,10:46:54,FO,350,248,709,21.9,0.65,248,709,0.65
22.02,22,San Jacinto,californica,44,Cotyledon,2409013,10/20/22,10:47:15,FO,352,244,835,22.1,0.708,244,835,0.708
22.02,22,San Jacinto,californica,44,True Leaf,2413697,10/20/22,10:47:19,FO,353,226,987,21.8,0.771,226,987,0.771
22.02,22,San Jacinto,californica,44,True Leaf,2417673,10/20/22,10:47:23,FO,354,179,665,21.8,0.731,179,665,0.731
22.02,22,San Jacinto,californica,44,Cotyledon,2422034,10/20/22,10:47:28,FO,355,391,1371,21.8,0.715,391,1371,0.715
22.02,22,San Jacinto,californica,44,Cotyledon,2425941,10/20/22,10:47:32,FO,356,85,1289,22.1,0.934,85,1289,0.934
22.02,22,San Jacinto,californica,44,True Leaf,2430374,10/20/22,10:47:36,FO,357,229,748,22.1,0.694,229,748,0.694
22.02,22,San Jacinto,californica,44,True Leaf,2434170,10/20/22,10:47:40,FO,358,265,900,22.1,0.706,265,900,0.706
22.02,22,San Jacinto,californica,44,Cotyledon,2445398,10/20/22,10:47:51,FO,359,0,559,21.8,0,0,559,1
22.02,22,San Jacinto,californica,44,Cotyledon,2449671,10/20/22,10:47:55,FO,360,280,843,22.1,0.668,280,843,0.668
22.02,22,San Jacinto,californica,44,Cotyledon,2457885,10/20/22,10:48:04,FO,361,418,1186,21.9,0.648,418,1186,0.648
22.02,22,San Jacinto,californica,44,Cotyledon,2462156,10/20/22,10:48:08,FO,362,308,868,22.1,0.645,308,868,0.645
22.02,22,San Jacinto,californica,44,True Leaf,2466449,10/20/22,10:48:12,FO,363,134,540,21.9,0.752,134,540,0.752
22.02,22,San Jacinto,californica,44,True Leaf,2470472,10/20/22,10:48:16,FO,364,182,791,21.8,0.77,182,791,0.77
22.02,22,San Jacinto,californica,44,Cotyledon,2475102,10/20/22,10:48:21,FO,365,278,1131,22.1,0.754,278,1131,0.754
22.02,22,San Jacinto,californica,44,Cotyledon,2479411,10/20/22,10:48:25,FO,366,393,1164,21.8,0.662,393,1164,0.662
22.02,22,San Jacinto,californica,44,True Leaf,2483995,10/20/22,10:48:30,FO,367,245,1205,21.8,0.797,245,1205,0.797
22.02,22,San Jacinto,californica,44,True Leaf,2488171,10/20/22,10:48:34,FO,368,299,1304,22.1,0.771,299,1304,0.771
22.02,22,San Jacinto,californica,44,Cotyledon,2492113,10/20/22,10:48:38,FO,369,1,823,21.8,0,1,823,0.999
22.02,22,San Jacinto,californica,44,Cotyledon,2496341,10/20/22,10:48:42,FO,370,129,462,21.8,0.721,129,462,0.721
22.02,22,San Jacinto,californica,44,True Leaf,2500455,10/20/22,10:48:46,FO,371,41,225,22.1,0.818,41,225,0.818
22.02,22,San Jacinto,californica,44,True Leaf,2504734,10/20/22,10:48:50,FO,372,107,254,22.1,0.579,107,254,0.579
22.02,22,San Jacinto,californica,44,Cotyledon,2509384,10/20/22,10:48:55,FO,373,286,1328,21.8,0.785,286,1328,0.785
22.02,22,San Jacinto,californica,44,Cotyledon,2513579,10/20/22,10:48:59,FO,374,313,1092,22.1,0.713,313,1092,0.713
22.02,22,San Jacinto,californica,44,True Leaf,2517640,10/20/22,10:49:03,FO,375,225,1333,21.8,0.831,225,1333,0.831
22.02,22,San Jacinto,californica,44,True Leaf,2523245,10/20/22,10:49:09,FO,376,260,1311,22.1,0.802,260,1311,0.802
22.02,22,San Jacinto,californica,44,Cotyledon,2528694,10/20/22,10:49:14,FO,377,273,922,22.1,0.704,273,922,0.704
22.02,22,San Jacinto,californica,44,Cotyledon,2533378,10/20/22,10:49:19,FO,378,356,866,21.8,0.589,356,866,0.589
22.02,22,San Jacinto,californica,44,True Leaf,2537433,10/20/22,10:49:23,FO,379,224,1449,22.1,0.845,224,1449,0.845
22.02,22,San Jacinto,californica,44,True Leaf,2541713,10/20/22,10:49:27,FO,380,332,1332,22.3,0.751,332,1332,0.751
22.02,22,San Jacinto,californica,44,Cotyledon,2546979,10/20/22,10:49:33,FO,381,314,1126,21.8,0.721,314,1126,0.721
22.02,22,San Jacinto,californica,44,Cotyledon,2551595,10/20/22,10:49:37,FO,382,326,1063,21.8,0.693,326,1063,0.693
22.02,22,San Jacinto,californica,44,True Leaf,2556250,10/20/22,10:49:42,FO,383,238,1040,22.1,0.771,238,1040,0.771
22.02,22,San Jacinto,californica,44,True Leaf,2560532,10/20/22,10:49:46,FO,384,341,1363,22.1,0.75,341,1363,0.75
22.02,22,San Jacinto,californica,44,Cotyledon,2564214,10/20/22,10:49:50,FO,385,110,955,22.1,0.885,110,955,0.885
22.02,22,San Jacinto,californica,44,Cotyledon,2568496,10/20/22,10:49:54,FO,386,303,835,22.1,0.637,303,835,0.637
22.02,22,San Jacinto,californica,44,True Leaf,2572965,10/20/22,10:49:59,FO,387,254,1082,21.9,0.765,254,1082,0.765
22.02,22,San Jacinto,californica,44,True Leaf,2579726,10/20/22,10:50:05,FO,388,301,1262,22.3,0.761,301,1262,0.761
22.03,22,San Jacinto,californica,44,Cotyledon,1334903,10/20/22,10:29:21,FO,170,291,1204,21.6,0.758,291,1204,0.758
22.03,22,San Jacinto,californica,44,Cotyledon,1338818,10/20/22,10:29:24,FO,171,275,1146,21.6,0.76,275,1146,0.76
22.03,22,San Jacinto,californica,44,True Leaf,1342391,10/20/22,10:29:28,FO,172,244,1026,21.4,0.762,244,1026,0.762
22.03,22,San Jacinto,californica,44,True Leaf,1346032,10/20/22,10:29:32,FO,173,308,1331,21.6,0.769,308,1331,0.769
22.03,22,San Jacinto,californica,44,Cotyledon,1350029,10/20/22,10:29:36,FO,174,126,1050,21.3,0.88,126,1050,0.88
22.03,22,San Jacinto,californica,44,Cotyledon,1353930,10/20/22,10:29:40,FO,175,300,701,21.6,0.572,300,701,0.572
22.03,22,San Jacinto,californica,44,True Leaf,1358472,10/20/22,10:29:44,FO,176,109,225,21.6,0.516,109,225,0.516
22.03,22,San Jacinto,californica,44,True Leaf,1362481,10/20/22,10:29:48,FO,177,78,186,21.6,0.581,78,186,0.581
22.03,22,San Jacinto,californica,44,Cotyledon,1368742,10/20/22,10:29:54,FO,178,294,847,21.6,0.653,294,847,0.653
22.03,22,San Jacinto,californica,44,Cotyledon,1373009,10/20/22,10:29:59,FO,179,191,754,21.6,0.747,191,754,0.747
22.03,22,San Jacinto,californica,44,True Leaf,1381311,10/20/22,10:30:07,FO,180,252,1151,21.6,0.781,252,1151,0.781
22.03,22,San Jacinto,californica,44,True Leaf,1386138,10/20/22,10:30:12,FO,181,289,1337,21.6,0.784,289,1337,0.784
22.03,22,San Jacinto,californica,44,Cotyledon,1391044,10/20/22,10:30:17,FO,182,211,1037,21.6,0.797,211,1037,0.797
22.03,22,San Jacinto,californica,44,Cotyledon,1396021,10/20/22,10:30:22,FO,183,436,1375,21.6,0.683,436,1375,0.683
22.03,22,San Jacinto,californica,44,True Leaf,1400579,10/20/22,10:30:26,FO,184,233,848,21.6,0.725,233,848,0.725
22.03,22,San Jacinto,californica,44,True Leaf,1404616,10/20/22,10:30:30,FO,185,253,966,21.6,0.738,253,966,0.738
22.03,22,San Jacinto,californica,44,Cotyledon,1408562,10/20/22,10:30:34,FO,186,330,1136,21.1,0.71,330,1136,0.71
22.03,22,San Jacinto,californica,44,Cotyledon,1413119,10/20/22,10:30:39,FO,187,325,1283,21.1,0.747,325,1283,0.747
22.03,22,San Jacinto,californica,44,True Leaf,1417010,10/20/22,10:30:43,FO,188,191,901,21.1,0.788,191,901,0.788
22.03,22,San Jacinto,californica,44,True Leaf,1421390,10/20/22,10:30:47,FO,189,309,1137,21.6,0.728,309,1137,0.728
22.03,22,San Jacinto,californica,44,Cotyledon,1426229,10/20/22,10:30:52,FO,190,178,780,21.6,0.772,178,780,0.772
22.03,22,San Jacinto,californica,44,Cotyledon,1430055,10/20/22,10:30:56,FO,191,311,999,21.6,0.689,311,999,0.689
22.03,22,San Jacinto,californica,44,True Leaf,1434064,10/20/22,10:31:00,FO,192,239,949,21.4,0.748,239,949,0.748
22.03,22,San Jacinto,californica,44,True Leaf,1438337,10/20/22,10:31:04,FO,193,326,1276,21.6,0.745,326,1276,0.745
22.03,22,San Jacinto,californica,44,Cotyledon,1443468,10/20/22,10:31:09,FO,194,310,975,20.9,0.682,310,975,0.682
22.03,22,San Jacinto,californica,44,Cotyledon,1447791,10/20/22,10:31:13,FO,195,202,1096,21.6,0.816,202,1096,0.816
22.03,22,San Jacinto,californica,44,True Leaf,1451946,10/20/22,10:31:18,FO,196,139,657,21.6,0.788,139,657,0.788
22.03,22,San Jacinto,californica,44,True Leaf,1456473,10/20/22,10:31:22,FO,197,215,788,21.6,0.727,215,788,0.727
22.03,22,San Jacinto,californica,44,Cotyledon,1460824,10/20/22,10:31:26,FO,198,237,1027,21.6,0.769,237,1027,0.769
22.03,22,San Jacinto,californica,44,Cotyledon,1465235,10/20/22,10:31:31,FO,199,197,810,20.9,0.757,197,810,0.757
22.03,22,San Jacinto,californica,44,True Leaf,1469478,10/20/22,10:31:35,FO,200,280,1334,21.6,0.79,280,1334,0.79
22.03,22,San Jacinto,californica,44,True Leaf,1473403,10/20/22,10:31:39,FO,201,300,1308,21.6,0.771,300,1308,0.771
22.03,22,San Jacinto,californica,44,Cotyledon,1478349,10/20/22,10:31:44,FO,202,252,1011,21.3,0.751,252,1011,0.751
22.03,22,San Jacinto,californica,44,Cotyledon,1483219,10/20/22,10:31:49,FO,203,249,912,21.3,0.727,249,912,0.727
22.03,22,San Jacinto,californica,44,True Leaf,1487062,10/20/22,10:31:53,FO,204,263,1325,21.6,0.802,263,1325,0.802
22.03,22,San Jacinto,californica,44,True Leaf,1491242,10/20/22,10:31:57,FO,205,323,1400,21.3,0.769,323,1400,0.769
22.04,22,San Jacinto,californica,44,Cotyledon,1509116,10/20/22,10:32:15,FO,206,319,928,21.1,0.656,319,928,0.656
22.04,22,San Jacinto,californica,44,Cotyledon,1513599,10/20/22,10:32:19,FO,207,269,921,21.6,0.708,269,921,0.708
22.04,22,San Jacinto,californica,44,True Leaf,1517842,10/20/22,10:32:24,FO,208,271,1137,20.9,0.762,271,1137,0.762
22.04,22,San Jacinto,californica,44,True Leaf,1521827,10/20/22,10:32:27,FO,209,289,1170,21.3,0.753,289,1170,0.753
22.04,22,San Jacinto,californica,44,Cotyledon,1525792,10/20/22,10:32:31,FO,210,164,806,21.1,0.797,164,806,0.797
22.04,22,San Jacinto,californica,44,Cotyledon,1530205,10/20/22,10:32:36,FO,211,206,925,21.6,0.777,206,925,0.777
22.04,22,San Jacinto,californica,44,True Leaf,1534335,10/20/22,10:32:40,FO,212,235,1076,21.6,0.782,235,1076,0.782
22.04,22,San Jacinto,californica,44,True Leaf,1539019,10/20/22,10:32:45,FO,213,269,1143,21.6,0.765,269,1143,0.765
22.04,22,San Jacinto,californica,44,Cotyledon,1543529,10/20/22,10:32:49,FO,214,337,1054,21.6,0.68,337,1054,0.68
22.04,22,San Jacinto,californica,44,Cotyledon,1548168,10/20/22,10:32:54,FO,215,295,881,21.6,0.665,295,881,0.665
22.04,22,San Jacinto,californica,44,True Leaf,1552235,10/20/22,10:32:58,FO,216,186,713,21.6,0.739,186,713,0.739
22.04,22,San Jacinto,californica,44,True Leaf,1556469,10/20/22,10:33:02,FO,217,196,718,21.6,0.727,196,718,0.727
22.04,22,San Jacinto,californica,44,Cotyledon,1560847,10/20/22,10:33:07,FO,218,233,963,21.6,0.758,233,963,0.758
22.04,22,San Jacinto,californica,44,Cotyledon,1565321,10/20/22,10:33:11,FO,219,246,1014,21.6,0.757,246,1014,0.757
22.04,22,San Jacinto,californica,44,True Leaf,1569388,10/20/22,10:33:15,FO,220,154,538,21.6,0.714,154,538,0.714
22.04,22,San Jacinto,californica,44,True Leaf,1573309,10/20/22,10:33:19,FO,221,164,592,21.4,0.723,164,592,0.723
22.04,22,San Jacinto,californica,44,Cotyledon,1577639,10/20/22,10:33:23,FO,222,186,909,21.4,0.795,186,909,0.795
22.04,22,San Jacinto,californica,44,Cotyledon,1582130,10/20/22,10:33:28,FO,223,261,972,21.4,0.731,261,972,0.731
22.04,22,San Jacinto,californica,44,True Leaf,1586137,10/20/22,10:33:32,FO,224,219,1037,21.4,0.789,219,1037,0.789
22.04,22,San Jacinto,californica,44,True Leaf,1591247,10/20/22,10:33:37,FO,225,308,1213,21.4,0.746,308,1213,0.746
22.04,22,San Jacinto,californica,44,Cotyledon,1596591,10/20/22,10:33:42,FO,226,217,790,21.8,0.725,217,790,0.725
22.04,22,San Jacinto,californica,44,Cotyledon,1601068,10/20/22,10:33:47,FO,227,205,916,21.4,0.776,205,916,0.776
22.04,22,San Jacinto,californica,44,True Leaf,1605571,10/20/22,10:33:51,FO,228,238,1191,21.3,0.8,238,1191,0.8
22.04,22,San Jacinto,californica,44,True Leaf,1609569,10/20/22,10:33:55,FO,229,279,1010,21.4,0.724,279,1010,0.724
22.04,22,San Jacinto,californica,44,Cotyledon,1614099,10/20/22,10:34:00,FO,230,255,978,21.4,0.739,255,978,0.739
22.04,22,San Jacinto,californica,44,Cotyledon,1619024,10/20/22,10:34:05,FO,231,234,930,21.6,0.748,234,930,0.748
22.04,22,San Jacinto,californica,44,True Leaf,1623366,10/20/22,10:34:09,FO,232,310,1078,21.4,0.712,310,1078,0.712
22.04,22,San Jacinto,californica,44,True Leaf,1627731,10/20/22,10:34:13,FO,233,295,1105,21.4,0.733,295,1105,0.733
22.04,22,San Jacinto,californica,44,Cotyledon,1632242,10/20/22,10:34:18,FO,234,255,906,21.4,0.719,255,906,0.719
22.04,22,San Jacinto,californica,44,Cotyledon,1636625,10/20/22,10:34:22,FO,235,78,723,21.4,0.892,78,723,0.892
22.04,22,San Jacinto,californica,44,True Leaf,1640354,10/20/22,10:34:26,FO,236,274,1421,21.6,0.807,274,1421,0.807
22.04,22,San Jacinto,californica,44,True Leaf,1644680,10/20/22,10:34:30,FO,237,326,1334,21.4,0.756,326,1334,0.756
22.04,22,San Jacinto,californica,44,Cotyledon,1648911,10/20/22,10:34:35,FO,238,273,1183,21.4,0.769,273,1183,0.769
22.04,22,San Jacinto,californica,44,Cotyledon,1652923,10/20/22,10:34:39,FO,239,316,1325,21.4,0.762,316,1325,0.762
22.04,22,San Jacinto,californica,44,True Leaf,1657277,10/20/22,10:34:43,FO,240,288,1201,21.3,0.76,288,1201,0.76
22.04,22,San Jacinto,californica,44,True Leaf,1660950,10/20/22,10:34:47,FO,241,270,718,21.4,0.624,270,718,0.624
22.04,22,San Jacinto,californica,44,Cotyledon,1665211,10/20/22,10:34:51,FO,242,265,1226,21.4,0.784,265,1226,0.784
22.04,22,San Jacinto,californica,44,Cotyledon,1669739,10/20/22,10:34:55,FO,243,291,1063,21.4,0.726,291,1063,0.726
22.04,22,San Jacinto,californica,44,True Leaf,1674300,10/20/22,10:35:00,FO,244,301,1399,21.4,0.785,301,1399,0.785
22.04,22,San Jacinto,californica,44,True Leaf,1677983,10/20/22,10:35:04,FO,245,316,1386,21.4,0.772,316,1386,0.772
22.05,22,San Jacinto,californica,44,Cotyledon,2676448,10/20/22,10:51:42,FO,389,93,1135,22.1,0.918,93,1135,0.918
22.05,22,San Jacinto,californica,44,Cotyledon,2680466,10/20/22,10:51:46,FO,390,411,1462,21.9,0.719,411,1462,0.719
22.05,22,San Jacinto,californica,44,True Leaf,2684278,10/20/22,10:51:50,FO,391,220,974,22.1,0.774,220,974,0.774
22.05,22,San Jacinto,californica,44,True Leaf,2688344,10/20/22,10:51:54,FO,392,253,938,21.9,0.73,253,938,0.73
22.05,22,San Jacinto,californica,44,Cotyledon,2692924,10/20/22,10:51:59,FO,393,271,876,21.8,0.691,271,876,0.691
22.05,22,San Jacinto,californica,44,Cotyledon,2697640,10/20/22,10:52:03,FO,394,401,1416,21.6,0.717,401,1416,0.717
22.05,22,San Jacinto,californica,44,True Leaf,2702098,10/20/22,10:52:08,FO,395,294,1367,21.9,0.785,294,1367,0.785
22.05,22,San Jacinto,californica,44,True Leaf,2706450,10/20/22,10:52:12,FO,396,258,895,21.9,0.712,258,895,0.712
22.05,22,San Jacinto,californica,44,Cotyledon,2710643,10/20/22,10:52:16,FO,397,407,1537,21.9,0.735,407,1537,0.735
22.05,22,San Jacinto,californica,44,Cotyledon,2715234,10/20/22,10:52:21,FO,398,363,928,21.8,0.609,363,928,0.609
22.05,22,San Jacinto,californica,44,True Leaf,2720053,10/20/22,10:52:26,FO,399,208,813,22.1,0.744,208,813,0.744
22.05,22,San Jacinto,californica,44,True Leaf,2724610,10/20/22,10:52:30,FO,400,213,719,22.1,0.704,213,719,0.704
22.05,22,San Jacinto,californica,44,Cotyledon,2729225,10/20/22,10:52:35,FO,401,348,1444,21.8,0.759,348,1444,0.759
22.05,22,San Jacinto,californica,44,Cotyledon,2733201,10/20/22,10:52:39,FO,402,213,951,21.9,0.776,213,951,0.776
22.05,22,San Jacinto,californica,44,True Leaf,2737971,10/20/22,10:52:44,FO,403,71,301,22.1,0.764,71,301,0.764
22.05,22,San Jacinto,californica,44,True Leaf,2742609,10/20/22,10:52:48,FO,404,135,509,22.1,0.735,135,509,0.735
22.05,22,San Jacinto,californica,44,Cotyledon,2747581,10/20/22,10:52:53,FO,405,381,1270,21.8,0.7,381,1270,0.7
